课程名称,课程ID,课程学分,结业条件
如何组建高效合作的团队,3158312017498471fa7affa73eb79d69,1,课后测试
如何培养团队并引领其成长,d2b9ee492f1a8c694e9a9c9d67b3cf55,0.5,课后测试
如何调节肠道代谢—摆脱便秘困扰,17c51c789dd0c5a74649ddf16661b95e,0.5,课程评估
如何调节水湿代谢—做回窈窕淑女,43a586bece846ada206668be83d7f7b6,0.5,课程评估
如何调节内分泌—不做暴躁的“乱”女人,59aa50e33dbab73901846d0113f35949,0.5,课程评估
如何调节气血代谢—不做糊涂的晕女人,ff22bdc3d2896e333e37bc14914ee141,0.5,课程评估
谈判博弈的本质,02355592fbab28e8a2290a9b6a690459,0.5,课程评估
谈判博弈的智慧,089ab577b1b2ae8ddcbf17340889178f,1,课程评估
情商与您的日常工作,468c21c28eb2e156d55c0fbc4cb9c2ff,0.5,课程评估
怎样支持你的上司和组织,03ccaa9715ae0f5917d325c919446d01,0.5,课程评估
影响力与授权,7a53406392981dcca1965aa6a622c315,0.5,课程评估
通过他人完成工作,d5fbf2d32828c6067caf34e7aadb5938,0.5,课程评估
授权,ad02db8054660129c25c5564fd17a526,0.5,课程评估
人际关系网络的建立,20dfeedcbf0f433db3f13b7387f29331,0.5,课程评估
辅导,30b4e1fc9004966a6736b706ee736030,0.5,课程评估
有效给予反馈的技巧,6179685f36a3e90241a1600c643afdd2,0.5,课程评估
问题解决型团队的建立,ed3a18034d04442847b2f755f11c7eb9,0.5,课程评估
提升团队效率,9a71fddc988f2e238698e30dd1101d4c,1,课程评估
保持与员工的沟通,6b24fd4446f9f16106c37283f0e275bf,0.5,课程评估
内部沟通与员工激励,b10172e2caa5597f0c8b3ca72ab297d8,0.5,课程评估
解决沟通难题,741b438d804425dc140634c3f9b62ee4,0.5,课程评估
良好职场人际关系的建立,3b3ee3f76c05cce758816a1a3c4a9405,0.5,课程评估
语言沟通的作用,34ebc8bd039a91f4f92de087d2942cda,0.5,课程评估
微信战略预判,ab6512b0a46277428a9de0af55f10416,0.5,课程评估
微信营销策略分析,c74092e2879a4c35df757188aef625be,0.5,课程评估
微信现状与前景分析,867c93f68fe41ba9412e02aeed13b497,0.5,课程评估
新晋主管的角色认知,32343cb8bd919234e5122f539b2b60ba,1,课程评估
企业管理者时间管理,b62758298497dffefa0ad7c64010fd59,1,课程评估
如何主持会议,031cb290cf85b8f6d3d81441bef61628,1,课程评估
如何构建结构性思维,1fd04df5a04258c0a088cfa00d839b95,1.5,课后测试
结构性思维的内部结构,88ec3861a8d19e35756658efc2dd9a54,1.5,课后测试
Excel数据透视表,da339aa7e260af2fb8bacbddc4fd5898,1,课程评估
Excel数据分类汇总,986492b171bf7ed9f96d3180bf5a12fd,0.5,课程评估
Excel数据筛选,aac79aca62710e614c99a1847e38e64e,0.5,课程评估
Excel数据排序功能,6b9aa60763294522948abc806a4ab1a9,0.5,课程评估
从《黄帝内经》看职场人的养生之道,e92f09c1d6b09159da9d519e6ca70b64,1,课后测试
职场常见的亚健康及应对策略,eef67fc991b506dfb9395f8f2d8dd613,1,课后测试
职场基本礼仪（new）,bac6e503ce5290f83f49160b7f3ecb71,0.5,课程评估
介绍及交谈礼仪,9acc79278bd52b0daf668f349cca9df9,0.5,课程评估
沟通常用礼仪,d34d6a7d3af635ab63e421ce9f029d06,0.5,课程评估
商务会议礼仪,a4b27ed09482be4393613772b25060f3,0.5,课程评估
出席商务活动的注意事项,8a913c59009c976560bde979373bcba8,1,课程评估
商务用餐礼仪,4df1275a10d932092b0be45a9704aac1,0.5,课程评估
卓有成效管理者概述,e5cb059771d64f2274e75ba6aff8019c,0.5,课程评估
如何赢得组织的认可-识别组织需求,fab217c3b6a8e885678cfea128d9194e,0.5,课程评估
如何赢得组织的认可-满足组织需求,0d93cb7eb4b6fa75c34c560a82710080,2,课程评估
如何赢得组织的认可-价值认同,843bb8234222740583db4ab059bbea27,1,课程评估
如何赢得组织的认可-获得下属支持,1acf7f0b69516619dfa53aa087e1834e,1,课程评估
塑造积极心态,c0aa4e1932cd383e3ce3f97abb09c062,0.5,课程评估
计算机与互联网安全管理,13e916a49e1d04c2913617da3c21a327,0.5,课程评估
如何增强自我认同感（new）,58a52bba2a84a07ebd0fce001f56315c,1,课程评估
SWOT分析,ff29a2cbf5ef9880728f78edcb84237e,0.5,课程评估
6西格玛管理,106b4e11e9b5f19baea570a42b931bd8,0.5,课程评估
思维导图,5edf31af7402f483309fc915c41d77d4,0.5,课程评估
头脑风暴法,c1a974b9e9642307b7eda867e9ee3be8,0.5,课程评估
鱼刺图,271795ea1865bcca6378549fca60f672,0.5,课程评估
供应链管理（SCM）,1d435c1218288145cd24ab59bc22e289,0.5,课程评估
8020法则,92d4aacc8b622c08f60508b85f7d9e7e,0.5,课程评估
波士顿矩阵,c8a80377ddc3ec30265f748484f1d040,0.5,课程评估
风险管理（RM）,1a4e70a1151a02f5a6a433bd7885eabd,0.5,课程评估
标杆管理,3eb5fb10be8c5ccfba5af9c7b1787840,0.5,课程评估
目标管理（MBO）,389d7f08fce7ac30b6eb0f2760011f12,0.5,课程评估
PEST分析,8a47c6d7ced80bde5daf253b6a575105,0.5,课程评估
波特五力分析模型,e4a4185a1d263ecb40e2464a40f3dc0b,0.5,课程评估
PDCA循环管理法,f24ab2f26d575ae9bf52076d9221608b,0.5,课程评估
STAR反馈技巧,7ff48277242074da322504448a4202eb,0.5,课程评估
IG互动步骤,572cd55fc099c5d7bfa23e86d1203771,0.5,课程评估
KP基本原则,131ae6c59b173e1f09e04aa9dea13172,0.5,课程评估
PS推展讨论的技巧,4519004b800333bfe0469264ec44a3e3,0.5,课程评估
新一届中央领导集体治国理政总体思路的哲学梳理,887dce0734ee749c92a03170aaf67d39,2,课程评估
中国特色社会主义理论的新发展,71f8440a48d3d57baafce253bbf3272e,2,课程评估
我们不能没有信仰—加强对社会主义精神的信仰,80e3e033b16244ee383fde288f93d7d4,2,课程评估
如何正确认知企业与职场（new）,5fef443bec133cf07a3c1d34ea523406,1,课程评估
有效说服他人的六种战术（new）,e0558a832f237d61d27db094051ffa46,1.5,课程评估
成功绩效管理“1-2-3”法则,49e25ade491f17dde0a663dae6d536ba,1,课后测试
性格对你的影响（new）,f11c1300b01a9ae4ddc9f00c129231b8,0.5,课程评估
薪酬管理概述,02eebe173b02d220bb9f115f8c9d0128,1,课后测试
绩效管理实施三步曲,8891ad888e9181363a7992004c922d45,1,课后测试
战略性绩效管理基础认知,cf26e1c057b52239b46ee6674e45547a,1,课后测试
渠道销售人员常用的工具表格（new）,0ed28219395a85bdd2bad76038fd983e,1,课程评估
信息发送者沟通的四个层次（new）,fc457880073151ab3451766d0e0f53d5,0.5,课后测试
沟通的过程（new）,bda31e0faee7654276c693841d0568b8,1,课后测试
制订企业规章制度的程序及要求（new）,f3c863f34a336d71cf3cf4f83b19d297,1,课程评估
投资活动中的风险控制（new）,639873f27f60022eba8aa5748effc127,1,课程评估
核心员工管理（new）,f5e347ecc9c5af1951d2fef14dcc09ac,0.5,课后测试
采购环节的风险控制（new）,28c899f75013fe7fa865f2e7cb4505b3,1,课程评估
平衡计分卡的基本认知（new）,fe07eccbb2d984c295a25f9fa8483a01,1,课后测试
筹资过程中的内部控制（new）,6f8e1672c5b7271b97144d82a55f708e,1,课后测试
危机管理的正确认知（new）,e7287fa942c6b31e0d8e6c7b311cd2bf,1,课后测试
下级与上级的谈判技巧（new）,885f3db8b7fd3695f31d2617b20c9c46,1,课程评估
和事佬的调停技巧（new）,b491d35521b3aa9d017ed72c12942235,0.5,课程评估
晋升激励（new）,33011dc9d3baa0a3272304b8e09b9823,0.5,课程评估
如何做好权力激励（new）,503d77c645e9b057e50dc641db8e1bf6,0.5,课程评估
为什么要学习系统思考,676b1fb252ba224be1af1d241bae3158,1,课程评估
正确认识系统思考,40a3895074d81127c3458660e4a7d6c7,1,课程评估
系统思考基本方法与工具,e1bde52b32119f597bf9061c9bfb0532,1.5,课后测试
系统思考进阶与综合演练,177b9ca620e04113ef434cabb9fd25bf,1.5,课程评估
如何做好主持开场,9860682f3965a120febb7b325c002d08,1.5,课程评估
如何做好酒宴祝词,24c9454d480b63ca4d7c92c8f9eb311b,1.5,课程评估
Lesson 8 Do you have a pet,cd0525d8c1763185ef69835b63bd76af,0.5,课程评估
Lesson 9 Can I borrow them,97e2f6f2ed061464e1e18416082986f9,0.5,课程评估
Lesson 10 How many do you want,428ea6fc23564f7f9728703b399e73cf,0.5,课程评估
Lesson 11 I’m not sure,0b90618ca05b17257dedafec08c3e9d9,0.5,课程评估
Lesson 12 Do you like tennis,2ac2d2e1044c9bf8b4b93e069f586960,0.5,课程评估
人格特质与沟通技巧（new）,275706c35afd5fd2783a9132573ed77d,1,课后测试
管理情绪的技巧（new）,a2cb80fd6c9ba695678fd30aeaabb9f3,1.5,课后测试
责任检验的三把卡尺（new）,806e1ef960f36e192996c569292163de,1,课程评估
采购物流管理（new）,655ea7ec8faf3b1dd02bcb8f61eaa8be,1,课后测试
生产物流管理（new）,a3f36c65c4b176e20eaec957a703f730,1,课后测试
敏捷供应链下的物流信息化（new）,b1fcd2a2869b91769e8b184f292e0551,1,课后测试
敏捷供应链下的物流合作（new）,135eb70df9a87f866c4b09dc2dad93af,1,课后测试
如何炼就职业化（new）,de72b21c297919ad6b96e3222e9d598e,1.5,课后测试
平衡计分卡系统实施步骤（new）,fa38160aceb57106b75f3674447eef76,2.5,课后测试
如何正确看待职业生涯（new）,99b6a3c5c2ec1dbf7081daad978cb997,1,课后测试
如何做好即席演讲,21aae425bedf36b7260c1cf7c508dc9d,2,课程评估
如何做好说服演讲,0370e70f203df9622d5aa237ecd5c1a7,2,课程评估
如何增强自我认同感,425cd448ae21f580cd1227cabb92f3a4,1,课程评估
与压力共舞：新员工压力管理,7d60b6bd6debac39e55abc65904b1234,1,课程评估
压力杀毒：员工健康心理建设,3c393cc62c18919ee3a7cfe0690b1e5e,1.5,课程评估
压力，一边儿去,443533b99a8c194cd7aa105ce7f3a673,0.5,课程评估
开会，你做好准备了吗,bbb9a7e7da1c1876952b7bf82707d0ce,1.5,课程评估
会议开始了,82b50164930184c802019518d7a34ee4,0.5,课程评估
有效地控制会议,e911cbc20297012ec6dd6c231fd981ff,1,课程评估
结束会议,4f8f9bd9f54453b6e04c958b3bdff1ff,1.5,课程评估
一字千金：魅力沟通,2ccc000fcc17842f6d890305a71efcdf,1,课程评估
谈定天下：如何主导谈判方向,5c4e981324c659507d8e1b49f30884c8,0.5,课程评估
一求即应，请求的艺术,77373c66b00f550fc1673c0b3baabf4e,0.5,课程评估
学会说“不”：拒绝的艺术,e8a6ba6a3515f75cfc8d5c170ca8472d,1,课程评估
将“疾病保健”变为“健康保健”,15a105ac68a37502de6bbd93bc1c5328,1,课程评估
民以食为天：吃什么 怎样吃,dcd716247494a01b21ca035315dbb37f,1,课程评估
保障健康的基础：低盐，低糖，低油脂,ab2f844514b177324976b1802b08caf2,1,课程评估
地中海膳食结构：你缺omega3了吗,886394527b7c2f2c7789bd1f57192ee3,1,课程评估
了解脂肪：脂肪与我们健康的关系,3623ef323bdf3b6f4626af867f012ab1,1,课程评估
几种常见功能性疾病发生的原因,2e8881bbc8ca20563f110483456c1c81,1,课程评估
杂食者美食也，广食者营养也,4d6336429b7986378ae160e0b9e05b9f,1,课程评估
养生与谋生同样重要：去除不良的生活习惯,6a5c7bc37e6356d1485a28d52497aaf2,1,课程评估
随身的运动保健：白领在办公室的健身方法,37359f6a05f49375195a19116fe15e54,1,课程评估
解密财务数据：报表高效分析技巧,ad344a21dd43ac318883a78c208519fa,1,课程评估
表格达人之制作与美化技巧,b552a7b7e17aea0da788bd48d875cce9,1,课程评估
表格达人之数据文字快速处理技巧,cd2fdbed49244df910173ebc0862d5d8,1,课程评估
让你的Word做做运动：基础设置,cb03c75f3f39fe9b93b15ecc15fdcec6,1,课程评估
让你的Word与众不同：快速输入与美化,fa9396b4925b71c60fa9e9484965cbc5,1,课程评估
为你的文档做个精装修：边框与底纹,df2c54cdfdbe49cb55f19e0d0b6ee1dc,1,课程评估
图片与文字的亲密接触：图文混排,0a56b1794465c41e73d0d95cf2a760e8,1,课程评估
Word表格我做主：插入与排版,db866ceddce76a55fa8cb5b65f4d6dcc,1,课程评估
Word中的精华与核心：样式,bbf5896730ff97104932741415471c67,1,课程评估
瞬间大变样的秘密：Word模板,191a54e59b6667f5a002b7aa8e017963,1,课程评估
为你找个文档探测器：查找替换,ac1d526c66b4e93c3bdc110d3dfaca82,1,课程评估
给你的Word画个妆：页眉和页脚,164a201901c69551c73d8af0c5ec680b,1,课程评估
健康恶化的现状：身边的污染,1344d9cb3aca445b2626eb36e507910c,1,课程评估
了解客户信息：客户信息汇总表制作技巧,1cb131f993633c662fbce0ef50e38d96,1,课程评估
透视销售数据：销售业绩表制作技巧,d8c39f785c1c2c9131f5672b92135060,1,课程评估
员工数据好管家：人员信息登记表制作技巧,04b43a010618dfb5614a31cc6cf45a11,1,课程评估
考勤统计好帮手：人事考勤统计表制作技巧,493c1fbb357377130c6c406f86ab65d1,1,课程评估
薪酬数据好助理：人事薪酬表制作技巧,babcbdb1ee8e839cf29710a6759fa50d,1,课程评估
报表也要美容：报表的制作与美化技巧,61fe0a9317c68a06d849f3df0589d32c,1,课程评估
平息数据乱象：报表快速核对技巧,3994c7b9ae387ba492fe89ec32ec6554,1,课程评估
基层主管的自我压力管理,5b41cf0cf22d54f47c13b170c4797980,1,课程评估
企业变革下的压力管理,9337ac6fad625ab44741f65f11e62367,1,课程评估
快速成长型企业员工压力辅导,2faa4a492f191887811785dd7776d03c,1,课程评估
管理工作与众不同,1aebca5a7ccdb1bb20bd20d7580b0cab,1,课程评估
管理角色与众不同,e535856ced75ccbfb4b81aed998a2f99,1,课程评估
别让目标只挂在墙上：团队目标制定的策略,583c67620efda428193525698e3fc1ce,1,课程评估
精准目标 化整为零：团队目标实施的方法,2230b4450ca251950badae126d8d325c,1,课程评估
没有完美的个人，只有完美的团队：团队角色互补原则,f299b68ebc11a9dd2fecca2d1f7e72be,1,课程评估
团队的5P构成要素,057fc055fe1397cc9ca35b2ff6e53f75,1,课程评估
没有规矩，不成方圆：团队规则的制定与执行,1c4673d8a5eae24148515680667e475f,1,课程评估
从菜鸟到达人：新进员工表格技巧训练,7b01562ed38007aafdda10b836cabdb6,1,课程评估
把握产品信息：产品信息表制作技巧,7fc756629b56d5d9382fbedcaf52335d,1,课程评估
公务交往礼仪,fd5946588fa6e43e7c209fb0b08e2b30,1,课程评估
公务宴请礼仪,c3e7108d450b7a4334bd4319b77197bb,1.5,课后测试
公务会议礼仪,30878bd4e523cfea710d394194f96d0a,1,课后测试
工作汇报礼仪,9992a22ebb6c9e39b509fa3fe56a532f,0.5,课程评估
公务接待礼仪,ed291083ead7225e4f8353bfa320d6b9,1.5,课程评估
公务形象塑造,c585578deeaee30ca0f1fe53c1b971e9,1,课程评估
行政部门如何做好事务管理,2f1e0681896d717a11ae9b578e38476f,1.5,课后测试
行政部门如何做好接待工作,ffe7e8bbe6af86153bdd6c5c0f31859d,1.5,课后测试
行政管理人员如何做好自我管理,0d7d328c26951acd78f38db1a0f03865,1,课后测试
职场人士行为管理,1bb38c22d90cfa4f257b80503f756203,1.5,课后测试
职场人士形象管理,cc6549afe3fcb5cec668cd68757d9b60,1,课后测试
职场人士品味修养管理,d590392f9481a62e04a099c61867991f,1,课程评估
练习说话的两大工具,8af551ef65f61d8061383a9bb18fad16,1,课程评估
打造说话能力的八步阶梯,ef2826475eba5271e031e7c1e0535952,3.5,课程评估
打造说话能力的四个技巧,7d014d84d254af2c6af2400d0e7457b1,2,课程评估
如何正确认识行政管理工作,8f06f8b6ad9d26b253ade33f97578b2d,0.5,课后测试
正确认知绩效与绩效管理,62cff760d6d3e98e6ea864cac1b1915f,2,课后测试
如何构建绩效管理体系,14cdac9e5250a9d1525978ec002c0e77,2,课后测试
增强人际关系的沟通秘诀,d265d1cfeec689de0eca310361fd9367,0.5,课程评估
上下级沟通技巧,dc7a1538e2d7a0ac626a9d6528ff4b7c,1.5,课程评估
高效沟通方法,460f2096085dcd4b53a0ce67718f6b91,2,课后测试
职场高效沟通原理,e875b8e0dcc817098d239e876c0dc55a,1.5,课后测试
看电影学经商,67cb8d16ae33212dad79e79792603421,7,课程评估
如何成为团队中的领导者（1）,30d1e3090d042af36055d8281ccb16fb,2,课程评估
如何成为团队中的领导者（2）,4f979304b671ab35d10284d20be29b91,2,课程评估
行动决定结果,87c24dd77cd2c479c6833aaff7a4730a,1,课程评估
策略决定途径,c26cd3089bb7f4436253ff4fff26166f,0.5,课程评估
定位决定地位,933d684cfa89e65ddb5eb1111f3b88da,1,课程评估
成功等于目标,4716a31c8a7b3b894ad5dd353ed8a8a9,1,课程评估
专业决定水平,64573c3163e5f261ba6e6a0f79edea2e,1,课程评估
价值决定行为,4566993b5a9dfc10d3263a355cba2f2d,1,课程评估
寻找管理人生的思维框架,813a1c29c0ad5a79c283279fffcc662e,2,课程评估
如何在职场中成长,f7962b843905e79855e4a5f4e62d2017,2,课程评估
如何自我成长,91a2c22176d4579bc0352835bd102b3c,2.5,课程评估
职场女性如何化妆,8c4797886d1ee95002091ac2dd1d21a1,2,课程评估
帮你少奋斗30年的肢体语言,342a05dd105aff8d5a18a39adc0b2e93,2,课程评估
人脉资源是成功的关键因素,73060e161f492d614176457b32c97ebb,1.5,课程评估
如何建立朋友圈拓展职场人脉,d82e3befb0c19a3fdb63a51cc77007d2,1.5,课程评估
心态的平衡如何把握,ed71d448504a06195b94f4f2781da03c,1.5,课程评估
如何积累人脉,1b468ef2d1769734ec5c1660008920aa,3,课程评估
如何对自己做出一个准确的判断,87c9db87f76a8c6d08933e711c989f02,2,课程评估
怎样才能找准自己的定位,0c0183db2638b7e7eae4e7207e8ca26d,2,课程评估
职场人如何有好人缘,7e10d4e1f25b32aff6b805b8fb2af22b,1.5,课程评估
职场新人必修课,c0745b63040ebfb4bc06c6a7d925f6c8,2,课程评估
如何把自己打造成3Q人才,ac91749eb9d6bb4dcd11389d27b3d6f2,2,课程评估
理想的企业、领导、员工,1ecaad3b469f2e84b7ab181093212ac0,2,课程评估
如何成为上司眼中的千里马（2）,2841743ce9b5a41bf252b5b09b2add13,2,课程评估
工作给人带来的成长和机遇,a03776b9e7dae99512388b90076f40fc,2,课程评估
知识员工如何做自己的CEO,65c1e964e18542204d71a5905eb99b19,2,课程评估
职场升职记,358bc34880da2c341cf928be15079018,2,课程评估
性格决定命运吗,a8b0503bf08636a11a4181925576b5aa,2,课程评估
孔子的人生时教,27245326bdf643014e828a7efda044fe,6.5,课程评估
黄帝内经--养生智慧（一）,8048f3b697a0e31a76e13dd8b8e4b2cd,8.5,课程评估
四季养生之秋季养生,dba24ebf4fb86e2e760ebe41b426ae2b,4,课程评估
四季养生之冬季养生,135f8c7ae0211d861347e0fca0347d95,3.5,课程评估
中医体质养生,e6dc91e3e52eeacc8dc3e3cea62fccd3,6,课程评估
中医五脏养生,26bb63538ee272babf727b47bc433f17,6.5,课程评估
黄帝内经--养生智慧（二）,56b3dfafee88ce4ce377f9db053c9c28,8,课程评估
人生与养生,d776b74a9a6b61a464f0d2e14758d632,9.5,课程评估
四季养生之春季养生,c89b0e701435475721fa4d9b4a8ae455,6.5,课程评估
四季养生之夏季养生,3cfb6c907d952223f4523e49ab2aa9e7,6.5,课程评估
职业经理人是怎样炼成的,c391f80a6388a6961bb05a32099f4e69,6.5,课程评估
亲子关系,0619246c94234b4b2e5bcbb0b92027aa,11.5,课程评估
育才方案—好成绩源于好方法,54541923b3d1dd9050717eea61e113a4,5,课程评估
育才方案—稳定的心态是成功的基础,f82a6bf757cdd7e45f36ee85ef621e65,5,课程评估
亚健康与养生,c2b13a126b7a219155fc680834ba9135,3,课程评估
王蒙的《红楼梦》讲说,2dc194a8269c213f31ad332e46900639,6.5,课程评估
如果读懂了《西游记》,b2e8dffe190f3eee9438aaf9a6fd7488,5.5,课程评估
九型人格使用方法—改变自己影响他人,aab4813d04a789382cbebc10d183d239,6.5,课程评估
传统文化与现代领导艺术,080d804d1b8e0dad3aaca6571ba24968,6.5,课程评估
曾仕强谈情绪管理,4e92f0f4064c57bc0c4629a749671d4c,11,课程评估
品西游说团队,1adaa325b808c0121fba2dcb89aeb975,8,课程评估
如何平衡我们的生活与工作,04931b6bae3a2be7fb2d43788b448d3c,2,课程评估
如何让我们变得更自信（1）,7d85bb0be2b04ac83bd7b23ab2ba1cff,1.5,课程评估
如何让我们变得更自信（2）,f62d9071fd11db265ffc7dfa41e5eb9e,2,课程评估
年轻人如何规划自己的职业,fdb9b99e0b6e6fb15e38af8b171253ec,1.5,课程评估
中国年轻人为什么火急火燎,091ff096f755d8c829d83a3bbf016ace,2,课程评估
职场人如何累并快乐着,fde6b972547e65b1ac8ab105359cf4c0,2,课程评估
不要在抱怨中错过一生,d09c72ebf482c57468dcf22c7ac35f0f,2,课程评估
不以打工者心态工作,a7a05a0a2801b8cab832654a11267d38,2,课程评估
职场新人如何自我营销,69c7ca22914ccd697c0ed23419705a20,1.5,课程评估
执行力重要还是计划重要,6279abc884fa719c6ba0d14eb6ef1af1,2,课程评估
25岁以后如何设计职场规划,1388e8c706a01f605a4566371bd0052b,1.5,课程评估
做工作的奴隶，还是主人,75345e68f31607144d5c6d9c68524bd5,2,课程评估
职场新丁，做狼还是做羊,c45af325c160d1e1214ccc980bed13fc,2,课程评估
如何培养自己的专注力,2ce5a3bbbfbad007d07dc9fd65c84c85,2,课程评估
累积个人软实力，成就人生硬道理,aaeaaf3561b0e70ed03a88e78b1677fe,2.5,课程评估
具备什么素质，可以在不同行业继续成功,52f826baa8e0e06506cb5ff5e7482163,1.5,课程评估
说话就是生产力（1）,d436fb28e9628e72f721dbb5b103549d,2,课程评估
怎样的说话才是对事不对人,2dbbea1edf3141fc24d3aa21aaf8db22,2,课程评估
如何通过语言表达让人加深印象,0561edde487ce629a3aebffb1f8ccfff,2,课程评估
如何掌握沟通的艺术,8061432ec6581019989aa37e0b69ba83,1.5,课程评估
做一个快乐的工作狂,710068be33a9f2b52d6a6b2d9423b821,2,课程评估
李亦非的沟通艺术,babcd24d0e731bb620ff210fd5f39f6f,1.5,课程评估
当工作在生存与兴趣中挣扎,6e76d9b97171b6ad1dfe8b75a5a4b2fc,2,课程评估
如何成为成熟职场人,120e811ccc36c64ce9b41f14598c2c0c,1.5,课程评估
办公室礼仪,a85fffb6ddc6495cef708557ebaca7ec,2,课程评估
职场达人礼仪三部曲,a27742e9bb0e49ce6cd7d27e67d9d7aa,2,课程评估
职场人如何看起来更有气质,9f3d60cd2ee4f8b73450dd88f8004e90,2,课程评估
我们如何管理自己的时间,869b647b00eaa8b955ccf8741792a231,2,课程评估
年轻人如何看上去更有气质,6aaf668008ed49d959595427e1e5f93d,2,课程评估
关系是第一生产力,bdbae4c89c2967a92259c850dbbee428,2,课程评估
人生职场的定位,6412464a87b4fd277661cbcc46ae080c,2,课程评估
80后的核心竞争力在哪里（1）,7d3888b5f56c0d4173a8dd3748a3266d,2,课程评估
如何成为上司眼中的千里马（3）,90d13a4801f714b252b6bac7599fa3cf,2,课程评估
与领导相处的美妙之道,c6b4fa612514ed1083de7bb6c9312aad,2,课程评估
如何成为上司眼中的千里马（1）,32cdadc61a6b44379276518d117f2455,2,课程评估
职场如何越走越顺,8b9002007a29768a49e9298cb160e934,2,课程评估
如何做一个独立思考的人,4a8db0b430ee0f0ed8edb92d4978bfcb,2,课程评估
如何塑造独立思考和理性批判的能力,cd1c77706fa2ba790fef8d91c5c0c6ea,2,课程评估
80后的核心竞争力在哪里（2）,6b1ac515dc7b2b9277edc4947d27eba0,2,课程评估
组织管控之流程制度建设,d6e3371658534f1733fadaf1d7abb481,1,课后测试
组织管控之组织结构设计,6a8aa7a94342ea236f6c7033b0fbe892,2.5,课后测试
如何做一个100%负责任的人,942c6d6c4611aa6100ecdcfac6acccfd,2,课程评估
落实责任要看结果,7a3f72b50fdf6503ad3f6d9423e67259,2,课后测试
国学六法（儒.释.道.墨.法.兵）,dd2d9eaea77531b8a00e806e40af2d2b,7,课程评估
朱子家训,31c25e328a7368ab7732c70decfe9dde,5,课程评估
Word商务文档快速制作技巧,f4217139dadc2eddeb2aaf91ceda140b,2.5,课后测试
国学精义之诸子百家,d2cfafeee704d00267b81c669d995af0,7,课程评估
Word中的图文混排技巧,97d20ac3c4018b7abcf60dba53b2471a,1,课后测试
中华文化的特质,4aff001ca58293f3cac413ee441b4feb,7.5,课程评估
孙子兵法,f48e8dd88b66b62a4438a37e7aa781e8,8,课程评估
Word中的快速高效功能介绍,6b1fc71daad8faf315e242fb0f2fe3f3,2,课后测试
曾国藩的识人用人,0cb242fc2f6509f7a1717aa94ab6a9e4,6.5,课程评估
老子心解,1eebe9a2f2e6763aceab1d49ed98f020,10,课程评估
领导者的角色定位与认知,804b577dcaa025f3d6eda2aefeb5837f,2,课后测试
领导者决策思维能力修炼,15bb331c00098e7a1597def0920e3195,1.5,课后测试
共赢领导力修炼,8b8bc43c461a3e68fc9972151b43d31e,1,课后测试
如何建立领导型人才培养机制,f5089553a948ab031672593b860b4e38,1,课后测试
如何撰写租赁合同,b20776bce20ade97cff6061a7513c1cf,0.5,课程评估
如何撰写买卖合同,832f852848859ba290cd747534e838bf,0.5,课程评估
如何撰写标书,3d213b5a6b30e39de7851d34e9d1b924,0.5,课程评估
如何撰写市场推广营销方案,753be6c9e8048626ca0b8ec16641240f,0.5,课程评估
如何写索赔函和理赔函,daffb5809a49df7a4040e8ac91eab6d9,0.5,课程评估
如何写倡议书,214169c8b3055aa9ac9e84f6199321e9,0.5,课程评估
如何写订购函,feebb5cae23a3e6e1bbe126a2d5ab807,0.5,课程评估
如何写报价函,63683d6def3c3f716f35e3d57a11216d,0.5,课程评估
如何写询价函,c133558ef32bb8943f945276b0f84f35,0.5,课程评估
如何写推销函,3c7c3eb6e5414c88dba2d2611366ccc1,0.5,课程评估
如何撰写劳动合同,82f2d445782544948b335b1e1d904753,0.5,课程评估
如何撰写意向书,f78edf8ba9c67a8be9120c694193e719,0.5,课程评估
如何写演讲稿,5e0df393062ce1a5a5cae6da9cce5c5e,0.5,课程评估
如何撰写广告策划书,a36392dc34bef30254d3c53067835d2a,0.5,课程评估
如何撰写公关策划书,9fe2c04299dbb73e00380c229acb7216,0.5,课程评估
如何写公司介绍,576b59ca25513c750005086e271e8f1c,0.5,课程评估
战略思维创新,d06371da7060c4f8c34c17fdf4531617,3,课程评估
战略管理体系,20fddfe1e024d4f45d2a33da3fe8172b,2,课后测试
正确认识战略,a07572cdaa8a119b4f420e8748dfd773,3,课后测试
PPT母版与模板设计及放映技巧,2d36cd60fad3616dcb5ae4d7b556f620,1,课程评估
战略执行体系,6b741a3737e70baf76e89424d58fa925,1,课程评估
PPT内容设计原则,a94e0951dae2518fa288f4aed7a0331b,2,课后测试
PPT动画设计技巧,a190e8aff7bb0b07ac21ffb983f10427,2,课后测试
如何有效预防问题的发生,764073dc16f13d8bcb937903ab61ae96,1,课程评估
PPT的三大工作区域及应用,4012e0aeecb9747c01b13d1cfdc9d1e6,1,课后测试
如何制定决策,75b3538cb9ea24a5a9ae4b1501bac2a3,1,课后测试
如何写推荐信,7f39ddcc0e5061b345a0f4122bb2bdca,0.5,课程评估
如何写慰问信,18473e8ada19f1c49557b1d3f0884b58,0.5,课程评估
如何撰写抵押合同,1d5d8dc6f9f6ca01f90ca1670ecc03ae,0.5,课程评估
如何撰写委托合同,a601a7e93e387eb96020dfb0ff66e4e8,0.5,课程评估
如何撰写商品说明书,245a36ca09388e8b2babe878a219e8f1,0.5,课程评估
如何撰写借款合同,ed7199654bd77cbbba3e9bb068e72b44,0.5,课程评估
